"10_1: Time (s)","10_1: Force (N)","10_1: GateState","10_1: Distance (m)","10_1: Velocity (m/s)","10_1: Acceleration (m/s²)","10_2: Time (s)","10_2: Force (N)","10_2: GateState","10_2: Distance (m)","10_2: Velocity (m/s)","10_2: Acceleration (m/s²)","10_3: Time (s)","10_3: Force (N)","10_3: GateState","10_3: Distance (m)","10_3: Velocity (m/s)","10_3: Acceleration (m/s²)","20_1: Time (s)","20_1: Force (N)","20_1: GateState","20_1: Distance (m)","20_1: Velocity (m/s)","20_1: Acceleration (m/s²)","20_2: Time (s)","20_2: Force (N)","20_2: GateState","20_2: Distance (m)","20_2: Velocity (m/s)","20_2: Acceleration (m/s²)","20_3: Time (s)","20_3: Force (N)","20_3: GateState","20_3: Distance (m)","20_3: Velocity (m/s)","20_3: Acceleration (m/s²)","30_1: Time (s)","30_1: Force (N)","30_1: GateState","30_1: Distance (m)","30_1: Velocity (m/s)","30_1: Acceleration (m/s²)","30_2: Time (s)","30_2: Force (N)","30_2: GateState","30_2: Distance (m)","30_2: Velocity (m/s)","30_2: Acceleration (m/s²)","30_3: Time (s)","30_3: Force (N)","30_3: GateState","30_3: Distance (m)","30_3: Velocity (m/s)","30_3: Acceleration (m/s²)","40_1: Time (s)","40_1: Force (N)","40_1: GateState","40_1: Distance (m)","40_1: Velocity (m/s)","40_1: Acceleration (m/s²)","40_2: Time (s)","40_2: Force (N)","40_2: GateState","40_2: Distance (m)","40_2: Velocity (m/s)","40_2: Acceleration (m/s²)","40_3: Time (s)","40_3: Force (N)","40_3: GateState","40_3: Distance (m)","40_3: Velocity (m/s)","40_3: Acceleration (m/s²)","50_1: Time (s)","50_1: Force (N)","50_1: GateState","50_1: Distance (m)","50_1: Velocity (m/s)","50_1: Acceleration (m/s²)","50_2: Time (s)","50_2: Force (N)","50_2: GateState","50_2: Distance (m)","50_2: Velocity (m/s)","50_2: Acceleration (m/s²)","50_3: Time (s)","50_3: Force (N)","50_3: GateState","50_3: Distance (m)","50_3: Velocity (m/s)","50_3: Acceleration (m/s²)"
0,0.0949525207398,,,,,0,0.108279190317,,,,,0,0.088289185951,,,,,0,0.200732960511,,,,,0,0.181159414569,,,,,0,0.181159414569,,,,,0,0.266949849974,,,,,0,0.286939854341,,,,,0,0.280276519552,,,,,0,0.379810082959,,,,,0,0.339830074226,,,,,0,0.346493409015,,,,,0,0.48559052273,,,,,0,0.478927187942,,,,,0,0.478927187942,,,,
0.02,0.0949525207398,,,,,0.02,0.0949525207398,,,,,0.02,0.101615855529,,,,,0.02,0.181159414569,,,,,0.02,0.181159414569,,,,,0.02,0.181159414569,,,,,0.02,0.266949849974,,,,,0.02,0.273613184763,,,,,0.02,0.280276519552,,,,,0.02,0.379810082959,,,,,0.02,0.366483413382,,,,,0.02,0.37314674817,,,,,0.02,0.478927187942,,,,,0.02,0.465600518364,,,,,0.02,0.472263853153,,,,
0.04,0.0816258511622,,,,,0.04,0.088289185951,,,,,0.04,0.101615855529,,,,,0.04,0.2073962953,,,,,0.04,0.174496079781,,,,,0.04,0.194486084147,,,,,0.04,0.286939854341,,,,,0.04,0.266949849974,,,,,0.04,0.254039638821,,,,,0.04,0.392720294112,,,,,0.04,0.346493409015,,,,,0.04,0.346493409015,,,,,0.04,0.452273848787,,,,,0.04,0.452273848787,,,,,0.04,0.458937183575,,,,
0.06,0.101615855529,,,,,0.06,0.108279190317,,,,,0.06,0.101615855529,,,,,0.06,0.200732960511,,,,,0.06,0.181159414569,,,,,0.06,0.187822749358,,,,,0.06,0.273613184763,,,,,0.06,0.280276519552,,,,,0.06,0.266949849974,,,,,0.06,0.379810082959,,,,,0.06,0.353156743804,,,,,0.06,0.346493409015,,,,,0.06,0.478927187942,,,,,0.06,0.478927187942,,,,,0.06,0.478927187942,,,,
0.08,0.088289185951,,,,,0.08,0.0949525207398,,,,,0.08,0.0949525207398,,,,,0.08,0.187822749358,,,,,0.08,0.187822749358,,,,,0.08,0.194486084147,,,,,0.08,0.273613184763,,,,,0.08,0.273613184763,,,,,0.08,0.273613184763,,,,,0.08,0.379810082959,,,,,0.08,0.359820078593,,,,,0.08,0.353156743804,,,,,0.08,0.472263853153,,,,,0.08,0.512243861886,,,,,0.08,0.498917192308,,,,
0.1,0.101615855529,,,,,0.1,0.088289185951,,,,,0.1,0.101615855529,,,,,0.1,0.194486084147,,,,,0.1,0.181159414569,,,,,0.1,0.194486084147,,,,,0.1,0.280276519552,,,,,0.1,0.266949849974,,,,,0.1,0.266949849974,,,,,0.1,0.392720294112,,,,,0.1,0.346493409015,,,,,0.1,0.339830074226,,,,,0.1,0.465600518364,,,,,0.1,0.478927187942,,,,,0.1,0.465600518364,,,,
0.12,0.088289185951,,,,,0.12,0.0949525207398,,,,,0.12,0.101615855529,,,,,0.12,0.187822749358,,,,,0.12,0.181159414569,,,,,0.12,0.200732960511,,,,,0.12,0.266949849974,,,,,0.12,0.280276519552,,,,,0.12,0.280276519552,,,,,0.12,0.392720294112,,,,,0.12,0.346493409015,,,,,0.12,0.353156743804,,,,,0.12,0.505580527097,,,,,0.12,0.399383628901,,,,,0.12,0.40604696369,,,,
0.14,0.088289185951,,,,,0.14,0.0949525207398,,,,,0.14,0.088289185951,,,,,0.14,0.187822749358,,,,,0.14,0.181159414569,,,,,0.14,0.194486084147,,,,,0.14,0.280276519552,,,,,0.14,0.273613184763,,,,,0.14,0.273613184763,,,,,0.14,0.379810082959,,,,,0.14,0.353156743804,,,,,0.14,0.379810082959,,,,,0.14,0.48559052273,,,,,0.14,0.446026972422,,,,,0.14,0.452273848787,,,,
0.16,0.108279190317,,,,,0.16,0.0949525207398,,,,,0.16,0.0949525207398,,,,,0.16,0.187822749358,,,,,0.16,0.187822749358,,,,,0.16,0.194486084147,,,,,0.16,0.266949849974,,,,,0.16,0.266949849974,,,,,0.16,0.273613184763,,,,,0.16,0.37314674817,,,,,0.16,0.346493409015,,,,,0.16,0.333166739438,,,,,0.16,0.40604696369,,,,,0.16,0.472263853153,,,,,0.16,0.458937183575,,,,
0.18,0.108279190317,,,,,0.18,0.0949525207398,,,,,0.18,0.108279190317,,,,,0.18,0.194486084147,,,,,0.18,0.181159414569,,,,,0.18,0.194486084147,,,,,0.18,0.254039638821,,,,,0.18,0.273613184763,,,,,0.18,0.273613184763,,,,,0.18,0.392720294112,,,,,0.18,0.359820078593,,,,,0.18,0.346493409015,,,,,0.18,0.426036968056,,,,,0.18,0.40604696369,,,,,0.18,0.412710298478,,,,
0.2,0.0949525207398,,,,,0.2,0.0949525207398,,,,,0.2,0.088289185951,,,,,0.2,0.181159414569,,,,,0.2,0.187822749358,,,,,0.2,0.187822749358,,,,,0.2,0.273613184763,,,,,0.2,0.273613184763,,,,,0.2,0.273613184763,,,,,0.2,0.359820078593,,,,,0.2,0.359820078593,,,,,0.2,0.366483413382,,,,,0.2,0.465600518364,,,,,0.2,0.432700302845,,,,,0.2,0.439363637634,,,,
0.22,0.101615855529,,,,,0.22,0.0949525207398,,,,,0.22,0.101615855529,,,,,0.22,0.181159414569,,,,,0.22,0.194486084147,,,,,0.22,0.194486084147,,,,,0.22,0.273613184763,,,,,0.22,0.273613184763,,,,,0.22,0.273613184763,,,,,0.22,0.346493409015,,,,,0.22,0.346493409015,,,,,0.22,0.353156743804,,,,,0.22,0.419373633267,,,,,0.22,0.458937183575,,,,,0.22,0.452273848787,,,,
0.24,0.0816258511622,,,,,0.24,0.088289185951,,,,,0.24,0.101615855529,,,,,0.24,0.181159414569,,,,,0.24,0.181159414569,,,,,0.24,0.181159414569,,,,,0.24,0.266949849974,,,,,0.24,0.273613184763,,,,,0.24,0.273613184763,,,,,0.24,0.366483413382,,,,,0.24,0.359820078593,,,,,0.24,0.366483413382,,,,,0.24,0.432700302845,,,,,0.24,0.426036968056,,,,,0.24,0.412710298478,,,,
0.26,0.108279190317,,,,,0.26,0.101615855529,,,,,0.26,0.0949525207398,,,,,0.26,0.181159414569,,,,,0.26,0.181159414569,,,,,0.26,0.181159414569,,,,,0.26,0.266949849974,,,,,0.26,0.273613184763,,,,,0.26,0.266949849974,,,,,0.26,0.353156743804,,,,,0.26,0.359820078593,,,,,0.26,0.353156743804,,,,,0.26,0.458937183575,,,,,0.26,0.432700302845,,,,,0.26,0.452273848787,,,,
0.28,0.0949525207398,,,,,0.28,0.101615855529,,,,,0.28,0.0949525207398,,,,,0.28,0.187822749358,,,,,0.28,0.194486084147,,,,,0.28,0.187822749358,,,,,0.28,0.273613184763,,,,,0.28,0.273613184763,,,,,0.28,0.273613184763,,,,,0.28,0.346493409015,,,,,0.28,0.353156743804,,,,,0.28,0.346493409015,,,,,0.28,0.426036968056,,,,,0.28,0.452273848787,,,,,0.28,0.452273848787,,,,
0.3,0.0949525207398,,,,,0.3,0.088289185951,,,,,0.3,0.0949525207398,,,,,0.3,0.181159414569,,,,,0.3,0.194486084147,,,,,0.3,0.187822749358,,,,,0.3,0.280276519552,,,,,0.3,0.266949849974,,,,,0.3,0.266949849974,,,,,0.3,0.359820078593,,,,,0.3,0.353156743804,,,,,0.3,0.359820078593,,,,,0.3,0.432700302845,,,,,0.3,0.432700302845,,,,,0.3,0.419373633267,,,,
0.32,0.0949525207398,,,,,0.32,0.088289185951,,,,,0.32,0.0949525207398,,,,,0.32,0.187822749358,,,,,0.32,0.194486084147,,,,,0.32,0.181159414569,,,,,0.32,0.273613184763,,,,,0.32,0.266949849974,,,,,0.32,0.266949849974,,,,,0.32,0.346493409015,,,,,0.32,0.359820078593,,,,,0.32,0.359820078593,,,,,0.32,0.446026972422,,,,,0.32,0.426036968056,,,,,0.32,0.432700302845,,,,
0.34,0.088289185951,,,,,0.34,0.088289185951,,,,,0.34,0.101615855529,,,,,0.34,0.194486084147,,,,,0.34,0.187822749358,,,,,0.34,0.181159414569,,,,,0.34,0.273613184763,,,,,0.34,0.273613184763,,,,,0.34,0.280276519552,,,,,0.34,0.359820078593,,,,,0.34,0.353156743804,,,,,0.34,0.359820078593,,,,,0.34,0.432700302845,,,,,0.34,0.446026972422,,,,,0.34,0.426036968056,,,,
0.36,0.108279190317,,,,,0.36,0.0816258511622,,,,,0.36,0.0949525207398,,,,,0.36,0.187822749358,,,,,0.36,0.181159414569,,,,,0.36,0.181159414569,,,,,0.36,0.266949849974,,,,,0.36,0.266949849974,,,,,0.36,0.254039638821,,,,,0.36,0.353156743804,,,,,0.36,0.353156743804,,,,,0.36,0.346493409015,,,,,0.36,0.419373633267,,,,,0.36,0.432700302845,,,,,0.36,0.432700302845,,,,
0.38,0.0949525207398,,,,,0.38,0.0949525207398,,,,,0.38,0.0949525207398,,,,,0.38,0.187822749358,,,,,0.38,0.187822749358,,,,,0.38,0.187822749358,,,,,0.360501,,1,0,,,0.38,0.273613184763,,,,,0.38,0.273613184763,,,,,0.38,0.37314674817,,,,,0.38,0.353156743804,,,,,0.38,0.37314674817,,,,,0.38,0.446026972422,,,,,0.38,0.439363637634,,,,,0.38,0.446026972422,,,,
0.4,0.0816258511622,,,,,0.4,0.101615855529,,,,,0.4,0.0949525207398,,,,,0.4,0.200732960511,,,,,0.396551,,1,0,,,0.4,0.181159414569,,,,,0.38,0.266949849974,,,,,0.4,0.266949849974,,,,,0.4,0.266949849974,,,,,0.4,0.366483413382,,,,,0.385647,,1,0,,,0.4,0.359820078593,,,,,0.4,0.432700302845,,,,,0.4,0.446026972422,,,,,0.4,0.432700302845,,,,
0.42,0.088289185951,,,,,0.42,0.101615855529,,,,,0.42,0.088289185951,,,,,0.42,0.181159414569,,,,,0.4,0.187822749358,,,,,0.42,0.187822749358,,,,,0.391209,,0,,,,0.42,0.273613184763,,,,,0.42,0.266949849974,,,,,0.42,0.346493409015,,,,,0.4,0.353156743804,,,,,0.42,0.366483413382,,,,,0.42,0.432700302845,,,,,0.42,0.432700302845,,,,,0.42,0.426036968056,,,,
0.44,0.101615855529,,,,,0.44,0.088289185951,,,,,0.44,0.0949525207398,,,,,0.44,0.181159414569,,,,,0.42,0.181159414569,,,,,0.44,0.194486084147,,,,,0.4,0.266949849974,,,,,0.44,0.280276519552,,,,,0.44,0.273613184763,,,,,0.44,0.359820078593,,,,,0.405886,,0,,,,0.425737,,1,0,,,0.44,0.446026972422,,,,,0.437591,,1,0,,,0.44,0.452273848787,,,,
0.46,0.108279190317,,,,,0.46,0.0949525207398,,,,,0.46,0.0949525207398,,,,,0.46,0.187822749358,,,,,0.428971,,0,,,,0.46,0.181159414569,,,,,0.42,0.273613184763,,,,,0.46,0.266949849974,,,,,0.46,0.266949849974,,,,,0.46,0.353156743804,,,,,0.42,0.37314674817,,,,,0.44,0.359820078593,,,,,0.46,0.439363637634,,,,,0.44,0.439363637634,,,,,0.46,0.432700302845,,,,
0.48,0.088289185951,,,,,0.48,0.0949525207398,,,,,0.48,0.108279190317,,,,,0.48,0.181159414569,,,,,0.44,0.187822749358,,,,,0.48,0.181159414569,,,,,0.423709,,1,0.01,0.170280208531,0.38198920187,0.48,0.260286515186,,,,,0.48,0.266949849974,,,,,0.48,0.359820078593,,,,,0.427537,,1,0.01,0.248715369494,0.477197954211,0.44209,,0,,,,0.48,0.432700302845,,,,,0.457811,,0,,,,0.48,0.446026972422,,,,
0.5,0.108279190317,,,,,0.5,0.0949525207398,,,,,0.5,0.101615855529,,,,,0.5,0.194486084147,,,,,0.46,0.194486084147,,,,,0.5,0.181159414569,,,,,0.44,0.273613184763,,,,,0.5,0.273613184763,,,,,0.5,0.280276519552,,,,,0.5,0.359820078593,,,,,0.44,0.353156743804,,,,,0.459935,,1,0.01,0.30178031182,0.547725055444,0.5,0.446026972422,,,,,0.46,0.439363637634,,,,,0.491828,,1,0,,
0.52,0.0949525207398,,,,,0.52,0.101615855529,,,,,0.52,0.0949525207398,,,,,0.52,0.187822749358,,,,,0.463657,,1,0.01,0.157594341136,0.255606639298,0.52,0.187822749358,,,,,0.450534,,0,,,,0.52,0.266949849974,,,,,0.52,0.266949849974,,,,,0.52,0.359820078593,,,,,0.446084,,0,,,,0.46,0.353156743804,,,,,0.52,0.432700302845,,,,,0.478943,,1,0.01,0.254950663026,0.634764510532,0.5,0.452273848787,,,,
0.54,0.088289185951,,,,,0.54,0.101615855529,,,,,0.54,0.108279190317,,,,,0.54,0.187822749358,,,,,0.48,0.181159414569,,,,,0.54,0.187822749358,,,,,0.46,0.266949849974,,,,,0.54,0.266949849974,,,,,0.54,0.260286515186,,,,,0.54,0.346493409015,,,,,0.46,0.346493409015,,,,,0.475321,,0,,,,0.54,0.452273848787,,,,,0.48,0.432700302845,,,,,0.508736,,0,,,
0.56,0.101615855529,,,,,0.56,0.0949525207398,,,,,0.56,0.0949525207398,,,,,0.56,0.194486084147,,,,,0.492925,,0,,,,0.56,0.181159414569,,,,,0.479006,,1,0.02,0.191297837657,0.378183289465,0.56,0.266949849974,,,,,0.551249,,1,0,,,0.56,0.359820078593,,,,,0.466302,,1,0.02,0.267969313044,0.516169441619,0.48,0.339830074226,,,,,0.551052,,1,0,,,0.49687,,0,,,,0.52,0.432700302845,,,,
0.58,0.0949525207398,,,,,0.58,0.0949525207398,,,,,0.58,0.101615855529,,,,,0.58,0.187822749358,,,,,0.5,0.194486084147,,,,,0.58,0.187822749358,,,,,0.48,0.273613184763,,,,,0.58,0.273613184763,,,,,0.56,0.273613184763,,,,,0.58,0.359820078593,,,,,0.48,0.359820078593,,,,,0.492131,,1,0.02,0.318473136338,0.489225156863,0.56,0.426036968056,,,,,0.5,0.432700302845,,,,,0.527209,,1,0.01,0.293924711596,0.638033846249
0.6,0.0949525207398,,,,,0.6,0.108279190317,,,,,0.6,0.088289185951,,,,,0.6,0.194486084147,,,,,0.52,0.187822749358,,,,,0.6,0.194486084147,,,,,0.5,0.266949849974,,,,,0.6,0.266949849974,,,,,0.573282,,0,,,,0.594045,,1,0,,,0.483755,,0,,,,0.5,0.346493409015,,,,,0.567135,,0,,,,0.516418,,1,0.02,0.277956009547,0.593005817467,0.54,0.446026972422,,,,
0.62,0.0949525207398,,,,,0.62,0.108279190317,,,,,0.62,0.108279190317,,,,,0.62,0.187822749358,,,,,0.524144,,1,0.02,0.172160386865,0.22601902337,0.62,0.187822749358,,,,,0.503312,,0,,,,0.602369,,1,0,,,0.58,0.280276519552,,,,,0.6,0.346493409015,,,,,0.5,0.353156743804,,,,,0.506828,,0,,,,0.58,0.458937183575,,,,,0.52,0.432700302845,,,,,0.543017,,0,,,
0.64,0.101615855529,,,,,0.64,0.108279190317,,,,,0.64,0.0949525207398,,,,,0.64,0.181159414569,,,,,0.54,0.194486084147,,,,,0.64,0.194486084147,,,,,0.52,0.280276519552,,,,,0.62,0.266949849974,,,,,0.59698,,1,0.01,0.22764399256,0.392466545524,0.613813,,0,,,,0.502367,,1,0.03,0.285467188271,0.454182712915,0.52,0.37314674817,,,,,0.584614,,1,0.01,0.308711966038,0.640959677426,0.533315,,0,,,,0.56,0.432700302845,,,,
0.66,0.108279190317,,,,,0.66,0.0949525207398,,,,,0.66,0.0949525207398,,,,,0.66,0.200732960511,,,,,0.551085,,0,,,,0.66,0.200732960511,,,,,0.528827,,1,0.03,0.209799615747,0.36454680787,0.621804,,0,,,,0.6,0.266949849974,,,,,0.62,0.346493409015,,,,,0.518737,,0,,,,0.522808,,1,0.03,0.332792570322,0.444336402896,0.599616,,0,,,,0.54,0.452273848787,,,,,0.56006,,1,0.02,0.314799395293,0.63283667195
0.68,0.0949525207398,,,,,0.68,0.088289185951,,,,,0.68,0.088289185951,,,,,0.68,0.187822749358,,,,,0.56,0.181159414569,,,,,0.68,0.181159414569,,,,,0.54,0.280276519552,,,,,0.64,0.280276519552,,,,,0.617191,,0,,,,0.635217,,1,0.01,0.254084754983,0.544119397432,0.52,0.359820078593,,,,,0.536865,,0,,,,0.6,0.439363637634,,,,,0.551111,,1,0.03,0.299646120222,0.657396896334,0.575024,,0,,,
0.7,0.0949525207398,,,,,0.7,0.0949525207398,,,,,0.7,0.088289185951,,,,,0.7,0.187822749358,,,,,0.58,0.187822749358,,,,,0.7,0.181159414569,,,,,0.550988,,0,,,,0.642811,,1,0.01,0.25514148655,0.389387000977,0.62,0.273613184763,,,,,0.64,0.353156743804,,,,,0.536472,,1,0.04,0.303548432812,0.606145364556,0.54,0.353156743804,,,,,0.615985,,1,0.02,0.328784258933,0.638712178449,0.56,0.446026972422,,,,,0.58,0.432700302845,,,,
0.72,0.0949525207398,,,,,0.72,0.101615855529,,,,,0.72,0.0949525207398,,,,,0.72,0.187822749358,,,,,0.580169,,1,0.03,0.184432435692,0.212072858031,0.72,0.187822749358,,,,,0.56,0.293603189129,,,,,0.66,0.266949849974,,,,,0.63936,,1,0.02,0.243925574896,0.375895056002,0.653272,,0,,,,0.54,0.359820078593,,,,,0.552277,,1,0.04,0.34738602564,0.546091186647,0.62,0.439363637634,,,,,0.566602,,0,,,,0.590872,,1,0.03,0.334088509589,0.619215404894
0.74,0.0949525207398,,,,,0.74,0.0949525207398,,,,,0.74,0.101615855529,,,,,0.734851,,1,0,,,0.6,0.174496079781,,,,,0.74,0.194486084147,,,,,0.574666,,1,0.04,0.227989094362,0.429077774482,0.660879,,0,,,,0.64,0.266949849974,,,,,0.66,0.353156743804,,,,,0.551755,,0,,,,0.56,0.346493409015,,,,,0.63023,,0,,,,0.58,0.432700302845,,,,,0.6,0.458937183575,,,,
0.76,0.088289185951,,,,,0.76,0.0949525207398,,,,,0.76,0.108279190317,,,,,0.74,0.187822749358,,,,,0.605529,,0,,,,0.76,0.181159414569,,,,,0.58,0.273613184763,,,,,0.68,0.266949849974,,,,,0.658468,,0,,,,0.673042,,1,0.02,0.273084371241,0.460486881905,0.56,0.346493409015,,,,,0.565792,,0,,,,0.64,0.452273848787,,,,,0.583344,,1,0.04,0.321521355007,0.699922297352,0.604845,,0,,,
0.78,0.0949525207398,,,,,0.78,0.108279190317,,,,,0.78,0.0949525207398,,,,,0.76,0.187822749358,,,,,0.62,0.174496079781,,,,,0.78,0.187822749358,,,,,0.595077,,0,,,,0.680898,,1,0.02,0.269357861856,0.357134137781,0.66,0.266949849974,,,,,0.68,0.359820078593,,,,,0.568398,,1,0.05,0.320227157543,0.438691115542,0.58,0.366483413382,,,,,0.645551,,1,0.03,0.346041859102,0.528682813667,0.597986,,0,,,,0.62,0.426036968056,,,,
0.8,0.0949525207398,,,,,0.8,0.0949525207398,,,,,0.8,0.0949525207398,,,,,0.761983,,0,,,,0.632797,,1,0.04,0.197988803184,0.303104138684,0.8,0.187822749358,,,,,0.6,0.273613184763,,,,,0.698253,,0,,,,0.679137,,1,0.03,0.257320029744,0.297582322764,0.690247,,0,,,,0.58,0.366483413382,,,,,0.58044,,1,0.05,0.362329375611,0.515113228432,0.659134,,0,,,,0.6,0.446026972422,,,,,0.620017,,1,0.04,0.353156977676,0.689308739035
0.82,0.088289185951,,,,,0.82,0.0949525207398,,,,,0.82,0.088289185951,,,,,0.78,0.187822749358,,,,,0.64,0.194486084147,,,,,0.82,0.187822749358,,,,,0.616853,,1,0.05,0.244656393397,0.361085026121,0.7,0.280276519552,,,,,0.68,0.273613184763,,,,,0.7,0.353156743804,,,,,0.583219,,0,,,,0.593489,,0,,,,0.66,0.439363637634,,,,,0.613459,,1,0.05,0.34105021261,0.597029892795,0.633348,,0,,,
0.84,0.108279190317,,,,,0.822276,,1,0,,,0.84,0.088289185951,,,,,0.791233,,1,0.01,0.18356367734,0.220003123157,0.656242,,0,,,,0.823566,,1,0,,,0.62,0.266949849974,,,,,0.717152,,1,0.03,0.28110976017,0.291174921321,0.697371,,0,,,,0.708595,,1,0.03,0.289507437246,0.463376983627,0.598985,,1,0.06,0.335926497525,0.587845647227,0.6,0.346493409015,,,,,0.673838,,1,0.04,0.363804518453,0.727205711157,0.62,0.432700302845,,,,,0.64,0.446026972422,,,,
0.86,0.101615855529,,,,,0.84,0.0949525207398,,,,,0.86,0.0949525207398,,,,,0.8,0.181159414569,,,,,0.66,0.181159414569,,,,,0.84,0.181159414569,,,,,0.636127,,0,,,,0.72,0.273613184763,,,,,0.7,0.280276519552,,,,,0.72,0.346493409015,,,,,0.6,0.353156743804,,,,,0.607518,,1,0.06,0.377215022816,0.584351075043,0.68,0.432700302845,,,,,0.627263,,0,,,,0.647591,,1,0.05,0.370914540379,0.598684493894
0.88,0.0816258511622,,,,,0.86,0.088289185951,,,,,0.88,0.0949525207398,,,,,0.816407,,0,,,,0.68,0.181159414569,,,,,0.848957,,0,,,,0.64,0.273613184763,,,,,0.733876,,0,,,,0.717163,,1,0.04,0.272128753506,0.48129127749,0.724704,,0,,,,0.612782,,0,,,,0.619914,,0,,,,0.68675,,0,,,,0.64,0.446026972422,,,,,0.66,0.432700302845,,,,
