"10_1: Time (s)","10_1: Force (N)","10_1: GateState","10_1: Distance (m)","10_1: Velocity (m/s)","10_1: Acceleration (m/s²)","10_2: Time (s)","10_2: Force (N)","10_2: GateState","10_2: Distance (m)","10_2: Velocity (m/s)","10_2: Acceleration (m/s²)","10_3: Time (s)","10_3: Force (N)","10_3: GateState","10_3: Distance (m)","10_3: Velocity (m/s)","10_3: Acceleration (m/s²)","10_4: Time (s)","10_4: Force (N)","10_4: GateState","10_4: Distance (m)","10_4: Velocity (m/s)","10_4: Acceleration (m/s²)","20_1: Time (s)","20_1: Force (N)","20_1: GateState","20_1: Distance (m)","20_1: Velocity (m/s)","20_1: Acceleration (m/s²)","20_2: Time (s)","20_2: Force (N)","20_2: GateState","20_2: Distance (m)","20_2: Velocity (m/s)","20_2: Acceleration (m/s²)","20_3: Time (s)","20_3: Force (N)","20_3: GateState","20_3: Distance (m)","20_3: Velocity (m/s)","20_3: Acceleration (m/s²)","20_4: Time (s)","20_4: Force (N)","20_4: GateState","20_4: Distance (m)","20_4: Velocity (m/s)","20_4: Acceleration (m/s²)","30_1: Time (s)","30_1: Force (N)","30_1: GateState","30_1: Distance (m)","30_1: Velocity (m/s)","30_1: Acceleration (m/s²)","30_2: Time (s)","30_2: Force (N)","30_2: GateState","30_2: Distance (m)","30_2: Velocity (m/s)","30_2: Acceleration (m/s²)","30_3: Time (s)","30_3: Force (N)","30_3: GateState","30_3: Distance (m)","30_3: Velocity (m/s)","30_3: Acceleration (m/s²)","30_4: Time (s)","30_4: Force (N)","30_4: GateState","30_4: Distance (m)","30_4: Velocity (m/s)","30_4: Acceleration (m/s²)","40_1: Time (s)","40_1: Force (N)","40_1: GateState","40_1: Distance (m)","40_1: Velocity (m/s)","40_1: Acceleration (m/s²)","40_2: Time (s)","40_2: Force (N)","40_2: GateState","40_2: Distance (m)","40_2: Velocity (m/s)","40_2: Acceleration (m/s²)","40_3: Time (s)","40_3: Force (N)","40_3: GateState","40_3: Distance (m)","40_3: Velocity (m/s)","40_3: Acceleration (m/s²)","40_4: Time (s)","40_4: Force (N)","40_4: GateState","40_4: Distance (m)","40_4: Velocity (m/s)","40_4: Acceleration (m/s²)","50_1: Time (s)","50_1: Force (N)","50_1: GateState","50_1: Distance (m)","50_1: Velocity (m/s)","50_1: Acceleration (m/s²)","50_2: Time (s)","50_2: Force (N)","50_2: GateState","50_2: Distance (m)","50_2: Velocity (m/s)","50_2: Acceleration (m/s²)","50_3: Time (s)","50_3: Force (N)","50_3: GateState","50_3: Distance (m)","50_3: Velocity (m/s)","50_3: Acceleration (m/s²)","50_4: Time (s)","50_4: Force (N)","50_4: GateState","50_4: Distance (m)","50_4: Velocity (m/s)","50_4: Acceleration (m/s²)"
0,0.0419702267391,,,,,0,0.0356350981747,,,,,0,0.0479094097682,,,,,0,0.0479094097682,,,,,0,0.0922553097189,,,,,0,0.0922553097189,,,,,0,0.0985904382833,,,,,0,0.0795850525901,,,,,0,0.12987013557,,,,,0,0.12987013557,,,,,0,0.12987013557,,,,,0,0.12987013557,,,,,0,0.173820089985,,,,,0,0.192825475679,,,,,0,0.18015521855,,,,,0,0.167484961421,,,,,0,0.211830861372,,,,,0,0.218165989936,,,,,0,0.224105172965,,,,,0,0.218165989936,,,,
0.02,0.0419702267391,,,,,0.02,0.0479094097682,,,,,0.02,0.0542445383326,,,,,0.02,0.0419702267391,,,,,0.02,0.0859201811545,,,,,0.02,0.0859201811545,,,,,0.02,0.104529621312,,,,,0.02,0.0859201811545,,,,,0.02,0.12987013557,,,,,0.02,0.136205264134,,,,,0.02,0.136205264134,,,,,0.02,0.12987013557,,,,,0.02,0.18015521855,,,,,0.02,0.18015521855,,,,,0.02,0.173820089985,,,,,0.02,0.167484961421,,,,,0.02,0.224105172965,,,,,0.02,0.224105172965,,,,,0.02,0.224105172965,,,,,0.02,0.218165989936,,,,
0.04,0.0356350981747,,,,,0.04,0.0542445383326,,,,,0.04,0.0356350981747,,,,,0.04,0.0542445383326,,,,,0.04,0.0985904382833,,,,,0.04,0.0795850525901,,,,,0.04,0.0795850525901,,,,,0.04,0.0859201811545,,,,,0.04,0.12987013557,,,,,0.04,0.12987013557,,,,,0.04,0.123535007006,,,,,0.04,0.136205264134,,,,,0.04,0.18015521855,,,,,0.04,0.173820089985,,,,,0.04,0.173820089985,,,,,0.04,0.161545778392,,,,,0.04,0.224105172965,,,,,0.04,0.224105172965,,,,,0.04,0.23044030153,,,,,0.04,0.224105172965,,,,
0.06,0.0479094097682,,,,,0.06,0.0479094097682,,,,,0.06,0.0479094097682,,,,,0.06,0.0542445383326,,,,,0.06,0.0859201811545,,,,,0.06,0.0859201811545,,,,,0.06,0.0985904382833,,,,,0.06,0.0795850525901,,,,,0.06,0.123535007006,,,,,0.06,0.12987013557,,,,,0.06,0.123535007006,,,,,0.06,0.12987013557,,,,,0.06,0.18015521855,,,,,0.06,0.173820089985,,,,,0.06,0.161545778392,,,,,0.06,0.155210649827,,,,,0.06,0.218165989936,,,,,0.06,0.199160604243,,,,,0.06,0.224105172965,,,,,0.06,0.211830861372,,,,
0.08,0.0542445383326,,,,,0.08,0.0479094097682,,,,,0.08,0.0479094097682,,,,,0.08,0.0479094097682,,,,,0.08,0.0985904382833,,,,,0.08,0.0985904382833,,,,,0.08,0.0922553097189,,,,,0.08,0.0795850525901,,,,,0.08,0.123535007006,,,,,0.08,0.123535007006,,,,,0.08,0.136205264134,,,,,0.08,0.12987013557,,,,,0.08,0.18015521855,,,,,0.08,0.167484961421,,,,,0.08,0.173820089985,,,,,0.08,0.155210649827,,,,,0.08,0.186490347114,,,,,0.08,0.211830861372,,,,,0.08,0.224105172965,,,,,0.08,0.211830861372,,,,
0.1,0.0419702267391,,,,,0.1,0.060579666897,,,,,0.1,0.0419702267391,,,,,0.1,0.0356350981747,,,,,0.1,0.0795850525901,,,,,0.1,0.0922553097189,,,,,0.1,0.0922553097189,,,,,0.1,0.0732499240257,,,,,0.1,0.12987013557,,,,,0.1,0.12987013557,,,,,0.1,0.136205264134,,,,,0.1,0.12987013557,,,,,0.1,0.18015521855,,,,,0.1,0.155210649827,,,,,0.1,0.173820089985,,,,,0.1,0.167484961421,,,,,0.1,0.199160604243,,,,,0.1,0.211830861372,,,,,0.1,0.211830861372,,,,,0.1,0.23044030153,,,,
0.12,0.0419702267391,,,,,0.12,0.0479094097682,,,,,0.12,0.0479094097682,,,,,0.12,0.0542445383326,,,,,0.12,0.0922553097189,,,,,0.12,0.0795850525901,,,,,0.12,0.0795850525901,,,,,0.12,0.0859201811545,,,,,0.12,0.123535007006,,,,,0.12,0.123535007006,,,,,0.12,0.136205264134,,,,,0.12,0.12987013557,,,,,0.12,0.173820089985,,,,,0.12,0.173820089985,,,,,0.12,0.173820089985,,,,,0.12,0.155210649827,,,,,0.12,0.205495732807,,,,,0.12,0.218165989936,,,,,0.12,0.205495732807,,,,,0.12,0.224105172965,,,,
0.14,0.0356350981747,,,,,0.14,0.0479094097682,,,,,0.14,0.0479094097682,,,,,0.14,0.0479094097682,,,,,0.14,0.0859201811545,,,,,0.14,0.0795850525901,,,,,0.14,0.0985904382833,,,,,0.14,0.0859201811545,,,,,0.14,0.12987013557,,,,,0.14,0.123535007006,,,,,0.14,0.123535007006,,,,,0.14,0.136205264134,,,,,0.14,0.173820089985,,,,,0.14,0.161545778392,,,,,0.14,0.173820089985,,,,,0.14,0.161545778392,,,,,0.14,0.186490347114,,,,,0.14,0.18015521855,,,,,0.14,0.199160604243,,,,,0.14,0.211830861372,,,,
0.16,0.0479094097682,,,,,0.16,0.0479094097682,,,,,0.16,0.0479094097682,,,,,0.16,0.0419702267391,,,,,0.16,0.0859201811545,,,,,0.16,0.0985904382833,,,,,0.16,0.0922553097189,,,,,0.16,0.0859201811545,,,,,0.16,0.123535007006,,,,,0.16,0.123535007006,,,,,0.16,0.123535007006,,,,,0.16,0.136205264134,,,,,0.16,0.167484961421,,,,,0.16,0.148875521263,,,,,0.16,0.173820089985,,,,,0.16,0.148875521263,,,,,0.16,0.211830861372,,,,,0.16,0.199160604243,,,,,0.16,0.192825475679,,,,,0.16,0.205495732807,,,,
0.18,0.0419702267391,,,,,0.18,0.0479094097682,,,,,0.18,0.0419702267391,,,,,0.18,0.0419702267391,,,,,0.18,0.0922553097189,,,,,0.18,0.0985904382833,,,,,0.18,0.0922553097189,,,,,0.18,0.0795850525901,,,,,0.18,0.117199878441,,,,,0.18,0.123535007006,,,,,0.18,0.123535007006,,,,,0.18,0.123535007006,,,,,0.18,0.167484961421,,,,,0.18,0.167484961421,,,,,0.18,0.161545778392,,,,,0.18,0.161545778392,,,,,0.18,0.205495732807,,,,,0.18,0.205495732807,,,,,0.18,0.218165989936,,,,,0.18,0.199160604243,,,,
0.2,0.0419702267391,,,,,0.2,0.0479094097682,,,,,0.2,0.0419702267391,,,,,0.2,0.0479094097682,,,,,0.2,0.0859201811545,,,,,0.2,0.0985904382833,,,,,0.2,0.0859201811545,,,,,0.2,0.0922553097189,,,,,0.2,0.123535007006,,,,,0.2,0.12987013557,,,,,0.2,0.117199878441,,,,,0.2,0.123535007006,,,,,0.2,0.173820089985,,,,,0.2,0.155210649827,,,,,0.2,0.173820089985,,,,,0.2,0.155210649827,,,,,0.2,0.192825475679,,,,,0.2,0.192825475679,,,,,0.2,0.199160604243,,,,,0.2,0.199160604243,,,,
0.22,0.0479094097682,,,,,0.22,0.0479094097682,,,,,0.22,0.0479094097682,,,,,0.22,0.0542445383326,,,,,0.22,0.0985904382833,,,,,0.22,0.0985904382833,,,,,0.22,0.0859201811545,,,,,0.22,0.0859201811545,,,,,0.22,0.117199878441,,,,,0.22,0.12987013557,,,,,0.22,0.12987013557,,,,,0.22,0.123535007006,,,,,0.22,0.173820089985,,,,,0.22,0.167484961421,,,,,0.22,0.167484961421,,,,,0.22,0.155210649827,,,,,0.22,0.199160604243,,,,,0.22,0.199160604243,,,,,0.22,0.192825475679,,,,,0.22,0.199160604243,,,,
0.24,0.0479094097682,,,,,0.24,0.0479094097682,,,,,0.24,0.0419702267391,,,,,0.24,0.0419702267391,,,,,0.24,0.0859201811545,,,,,0.24,0.0985904382833,,,,,0.24,0.0985904382833,,,,,0.24,0.0795850525901,,,,,0.24,0.12987013557,,,,,0.24,0.117199878441,,,,,0.24,0.117199878441,,,,,0.24,0.123535007006,,,,,0.24,0.192825475679,,,,,0.24,0.161545778392,,,,,0.24,0.161545778392,,,,,0.24,0.167484961421,,,,,0.24,0.199160604243,,,,,0.24,0.205495732807,,,,,0.24,0.211830861372,,,,,0.24,0.192825475679,,,,
0.26,0.0419702267391,,,,,0.26,0.0542445383326,,,,,0.26,0.0479094097682,,,,,0.26,0.0356350981747,,,,,0.26,0.0985904382833,,,,,0.26,0.0985904382833,,,,,0.26,0.0795850525901,,,,,0.26,0.0795850525901,,,,,0.26,0.12987013557,,,,,0.26,0.123535007006,,,,,0.26,0.12987013557,,,,,0.26,0.123535007006,,,,,0.26,0.173820089985,,,,,0.26,0.161545778392,,,,,0.26,0.167484961421,,,,,0.26,0.167484961421,,,,,0.26,0.186490347114,,,,,0.26,0.199160604243,,,,,0.26,0.192825475679,,,,,0.26,0.199160604243,,,,
0.28,0.0356350981747,,,,,0.28,0.0419702267391,,,,,0.28,0.0419702267391,,,,,0.28,0.0479094097682,,,,,0.28,0.0859201811545,,,,,0.28,0.0985904382833,,,,,0.28,0.0859201811545,,,,,0.28,0.0795850525901,,,,,0.28,0.123535007006,,,,,0.28,0.12987013557,,,,,0.28,0.12987013557,,,,,0.28,0.117199878441,,,,,0.28,0.148875521263,,,,,0.28,0.155210649827,,,,,0.28,0.167484961421,,,,,0.28,0.167484961421,,,,,0.28,0.199160604243,,,,,0.28,0.205495732807,,,,,0.28,0.199160604243,,,,,0.28,0.205495732807,,,,
0.3,0.0419702267391,,,,,0.3,0.0419702267391,,,,,0.3,0.0479094097682,,,,,0.3,0.0419702267391,,,,,0.3,0.0795850525901,,,,,0.3,0.0859201811545,,,,,0.3,0.0859201811545,,,,,0.3,0.0922553097189,,,,,0.3,0.123535007006,,,,,0.3,0.123535007006,,,,,0.3,0.123535007006,,,,,0.3,0.12987013557,,,,,0.3,0.167484961421,,,,,0.3,0.167484961421,,,,,0.3,0.155210649827,,,,,0.3,0.161545778392,,,,,0.3,0.205495732807,,,,,0.3,0.211830861372,,,,,0.3,0.205495732807,,,,,0.3,0.199160604243,,,,
0.32,0.0419702267391,,,,,0.32,0.0419702267391,,,,,0.32,0.0479094097682,,,,,0.32,0.0479094097682,,,,,0.32,0.0985904382833,,,,,0.32,0.0985904382833,,,,,0.32,0.0795850525901,,,,,0.32,0.0859201811545,,,,,0.32,0.110864749877,,,,,0.32,0.117199878441,,,,,0.32,0.123535007006,,,,,0.32,0.12987013557,,,,,0.32,0.161545778392,,,,,0.32,0.167484961421,,,,,0.32,0.167484961421,,,,,0.32,0.155210649827,,,,,0.32,0.199160604243,,,,,0.32,0.186490347114,,,,,0.32,0.205495732807,,,,,0.32,0.199160604243,,,,
0.34,0.0356350981747,,,,,0.34,0.0419702267391,,,,,0.34,0.0356350981747,,,,,0.34,0.0419702267391,,,,,0.34,0.0795850525901,,,,,0.34,0.0922553097189,,,,,0.34,0.0795850525901,,,,,0.34,0.0795850525901,,,,,0.34,0.123535007006,,,,,0.34,0.12987013557,,,,,0.34,0.123535007006,,,,,0.34,0.123535007006,,,,,0.34,0.161545778392,,,,,0.34,0.173820089985,,,,,0.34,0.167484961421,,,,,0.34,0.161545778392,,,,,0.34,0.205495732807,,,,,0.34,0.199160604243,,,,,0.34,0.199160604243,,,,,0.34,0.199160604243,,,,
0.36,0.0356350981747,,,,,0.36,0.0356350981747,,,,,0.36,0.0479094097682,,,,,0.36,0.0356350981747,,,,,0.36,0.0985904382833,,,,,0.36,0.0795850525901,,,,,0.36,0.0795850525901,,,,,0.36,0.0859201811545,,,,,0.36,0.117199878441,,,,,0.36,0.123535007006,,,,,0.36,0.123535007006,,,,,0.36,0.123535007006,,,,,0.36,0.173820089985,,,,,0.36,0.155210649827,,,,,0.36,0.161545778392,,,,,0.36,0.155210649827,,,,,0.36,0.199160604243,,,,,0.36,0.199160604243,,,,,0.36,0.205495732807,,,,,0.36,0.199160604243,,,,
0.38,0.0419702267391,,,,,0.38,0.0479094097682,,,,,0.38,0.0356350981747,,,,,0.38,0.0419702267391,,,,,0.38,0.0922553097189,,,,,0.38,0.0859201811545,,,,,0.38,0.0795850525901,,,,,0.38,0.0795850525901,,,,,0.38,0.117199878441,,,,,0.38,0.123535007006,,,,,0.38,0.123535007006,,,,,0.38,0.123535007006,,,,,0.38,0.167484961421,,,,,0.38,0.161545778392,,,,,0.38,0.167484961421,,,,,0.38,0.161545778392,,,,,0.38,0.192825475679,,,,,0.38,0.199160604243,,,,,0.38,0.199160604243,,,,,0.38,0.192825475679,,,,
0.4,0.0479094097682,,,,,0.4,0.0356350981747,,,,,0.4,0.0479094097682,,,,,0.4,0.0542445383326,,,,,0.4,0.0985904382833,,,,,0.4,0.0859201811545,,,,,0.4,0.0795850525901,,,,,0.4,0.0795850525901,,,,,0.4,0.12987013557,,,,,0.4,0.123535007006,,,,,0.4,0.123535007006,,,,,0.4,0.123535007006,,,,,0.4,0.148875521263,,,,,0.4,0.155210649827,,,,,0.4,0.161545778392,,,,,0.4,0.155210649827,,,,,0.4,0.192825475679,,,,,0.4,0.199160604243,,,,,0.4,0.192825475679,,,,,0.4,0.211830861372,,,,
0.42,0.0419702267391,,,,,0.42,0.0419702267391,,,,,0.42,0.0356350981747,,,,,0.42,0.0419702267391,,,,,0.42,0.0985904382833,,,,,0.42,0.0795850525901,,,,,0.42,0.0859201811545,,,,,0.42,0.0859201811545,,,,,0.42,0.123535007006,,,,,0.42,0.117199878441,,,,,0.42,0.123535007006,,,,,0.42,0.117199878441,,,,,0.42,0.161545778392,,,,,0.42,0.161545778392,,,,,0.42,0.155210649827,,,,,0.42,0.167484961421,,,,,0.42,0.205495732807,,,,,0.42,0.199160604243,,,,,0.42,0.199160604243,,,,,0.42,0.205495732807,,,,
0.44,0.0479094097682,,,,,0.44,0.0479094097682,,,,,0.44,0.0479094097682,,,,,0.44,0.0479094097682,,,,,0.44,0.0859201811545,,,,,0.44,0.0922553097189,,,,,0.44,0.0795850525901,,,,,0.44,0.0795850525901,,,,,0.44,0.117199878441,,,,,0.44,0.12987013557,,,,,0.44,0.117199878441,,,,,0.44,0.123535007006,,,,,0.44,0.155210649827,,,,,0.44,0.167484961421,,,,,0.44,0.155210649827,,,,,0.44,0.161545778392,,,,,0.44,0.205495732807,,,,,0.44,0.199160604243,,,,,0.44,0.205495732807,,,,,0.44,0.205495732807,,,,
0.46,0.0479094097682,,,,,0.46,0.0356350981747,,,,,0.46,0.0479094097682,,,,,0.46,0.0419702267391,,,,,0.46,0.0922553097189,,,,,0.46,0.0859201811545,,,,,0.46,0.0859201811545,,,,,0.46,0.0859201811545,,,,,0.46,0.123535007006,,,,,0.46,0.12987013557,,,,,0.46,0.12987013557,,,,,0.46,0.117199878441,,,,,0.46,0.155210649827,,,,,0.46,0.155210649827,,,,,0.46,0.161545778392,,,,,0.46,0.155210649827,,,,,0.46,0.18015521855,,,,,0.46,0.199160604243,,,,,0.46,0.205495732807,,,,,0.46,0.205495732807,,,,
0.48,0.0356350981747,,,,,0.48,0.0479094097682,,,,,0.48,0.0479094097682,,,,,0.48,0.0479094097682,,,,,0.48,0.0985904382833,,,,,0.48,0.0859201811545,,,,,0.48,0.0795850525901,,,,,0.48,0.0859201811545,,,,,0.48,0.12987013557,,,,,0.48,0.123535007006,,,,,0.48,0.110864749877,,,,,0.48,0.117199878441,,,,,0.48,0.155210649827,,,,,0.48,0.167484961421,,,,,0.48,0.155210649827,,,,,0.48,0.167484961421,,,,,0.48,0.205495732807,,,,,0.48,0.199160604243,,,,,0.48,0.192825475679,,,,,0.48,0.186490347114,,,,
0.5,0.0419702267391,,,,,0.5,0.0356350981747,,,,,0.5,0.0479094097682,,,,,0.5,0.0419702267391,,,,,0.5,0.110864749877,,,,,0.5,0.0859201811545,,,,,0.5,0.0859201811545,,,,,0.5,0.0795850525901,,,,,0.5,0.110864749877,,,,,0.5,0.123535007006,,,,,0.5,0.12987013557,,,,,0.5,0.117199878441,,,,,0.5,0.155210649827,,,,,0.5,0.173820089985,,,,,0.5,0.173820089985,,,,,0.5,0.161545778392,,,,,0.5,0.199160604243,,,,,0.5,0.186490347114,,,,,0.5,0.192825475679,,,,,0.5,0.199160604243,,,,
0.52,0.0356350981747,,,,,0.52,0.0419702267391,,,,,0.52,0.0356350981747,,,,,0.52,0.0419702267391,,,,,0.52,0.0795850525901,,,,,0.52,0.0795850525901,,,,,0.52,0.0859201811545,,,,,0.52,0.0859201811545,,,,,0.52,0.12987013557,,,,,0.52,0.117199878441,,,,,0.52,0.110864749877,,,,,0.52,0.12987013557,,,,,0.52,0.161545778392,,,,,0.52,0.167484961421,,,,,0.52,0.155210649827,,,,,0.52,0.148875521263,,,,,0.507272,,1,0,,,0.52,0.205495732807,,,,,0.52,0.199160604243,,,,,0.52,0.199160604243,,,,
0.54,0.0479094097682,,,,,0.54,0.0479094097682,,,,,0.54,0.0479094097682,,,,,0.54,0.0419702267391,,,,,0.54,0.0922553097189,,,,,0.54,0.0795850525901,,,,,0.54,0.0922553097189,,,,,0.54,0.0795850525901,,,,,0.520388,,1,0,,,0.54,0.123535007006,,,,,0.54,0.123535007006,,,,,0.54,0.136205264134,,,,,0.54,0.173820089985,,,,,0.54,0.155210649827,,,,,0.54,0.167484961421,,,,,0.54,0.167484961421,,,,,0.52,0.192825475679,,,,,0.526246,,1,0,,,0.54,0.199160604243,,,,,0.54,0.199160604243,,,,
0.56,0.0479094097682,,,,,0.56,0.0419702267391,,,,,0.56,0.0479094097682,,,,,0.56,0.0479094097682,,,,,0.56,0.0985904382833,,,,,0.56,0.0732499240257,,,,,0.56,0.0859201811545,,,,,0.56,0.0859201811545,,,,,0.54,0.117199878441,,,,,0.543746,,1,0,,,0.56,0.12987013557,,,,,0.56,0.123535007006,,,,,0.56,0.155210649827,,,,,0.56,0.161545778392,,,,,0.56,0.155210649827,,,,,0.56,0.155210649827,,,,,0.522619,,0,,,,0.539769,,0,,,,0.56,0.199160604243,,,,,0.56,0.199160604243,,,,
0.58,0.0356350981747,,,,,0.58,0.0479094097682,,,,,0.58,0.0419702267391,,,,,0.58,0.0479094097682,,,,,0.58,0.0795850525901,,,,,0.58,0.0859201811545,,,,,0.58,0.0859201811545,,,,,0.58,0.0732499240257,,,,,0.540062,,0,,,,0.56,0.123535007006,,,,,0.564211,,1,0,,,0.58,0.123535007006,,,,,0.58,0.167484961421,,,,,0.58,0.173820089985,,,,,0.58,0.155210649827,,,,,0.58,0.173820089985,,,,,0.539445,,1,0.01,0.32176745055,0.68055942451,0.54,0.186490347114,,,,,0.58,0.199160604243,,,,,0.58,0.218165989936,,,,
0.6,0.0419702267391,,,,,0.6,0.0356350981747,,,,,0.6,0.0419702267391,,,,,0.6,0.0419702267391,,,,,0.6,0.0859201811545,,,,,0.6,0.0732499240257,,,,,0.6,0.0795850525901,,,,,0.6,0.0859201811545,,,,,0.56,0.117199878441,,,,,0.562619,,0,,,,0.58,0.117199878441,,,,,0.6,0.117199878441,,,,,0.6,0.167484961421,,,,,0.6,0.167484961421,,,,,0.6,0.167484961421,,,,,0.6,0.167484961421,,,,,0.54,0.199160604243,,,,,0.554973,,1,0.01,0.358528321758,0.725711083268,0.6,0.199160604243,,,,,0.6,0.205495732807,,,,
0.62,0.0356350981747,,,,,0.62,0.0356350981747,,,,,0.62,0.0479094097682,,,,,0.62,0.0419702267391,,,,,0.62,0.0985904382833,,,,,0.62,0.0795850525901,,,,,0.62,0.0922553097189,,,,,0.62,0.0859201811545,,,,,0.561635,,1,0.01,0.249973310799,0.365187103979,0.58,0.12987013557,,,,,0.586089,,0,,,,0.62,0.12987013557,,,,,0.62,0.173820089985,,,,,0.602556,,1,0,,,0.62,0.155210649827,,,,,0.62,0.155210649827,,,,,0.553772,,0,,,,0.56,0.199160604243,,,,,0.605042,,1,0,,,0.62,0.192825475679,,,,
0.64,0.0479094097682,,,,,0.64,0.0542445383326,,,,,0.64,0.0419702267391,,,,,0.64,0.0419702267391,,,,,0.64,0.0795850525901,,,,,0.64,0.0795850525901,,,,,0.64,0.0795850525901,,,,,0.64,0.0859201811545,,,,,0.58,0.123535007006,,,,,0.583313,,1,0.01,0.260045578103,0.36948529616,0.6,0.123535007006,,,,,0.64,0.123535007006,,,,,0.64,0.161545778392,,,,,0.617678,,0,,,,0.64,0.167484961421,,,,,0.64,0.155210649827,,,,,0.56,0.199160604243,,,,,0.567905,,0,,,,0.618007,,0,,,,0.64,0.205495732807,,,,
0.66,0.0419702267391,,,,,0.66,0.0479094097682,,,,,0.66,0.0479094097682,,,,,0.66,0.0356350981747,,,,,0.66,0.0922553097189,,,,,0.66,0.0859201811545,,,,,0.66,0.0795850525901,,,,,0.66,0.0859201811545,,,,,0.580223,,0,,,,0.6,0.123535007006,,,,,0.609598,,1,0.01,0.22981565508,0.418104239281,0.66,0.123535007006,,,,,0.66,0.161545778392,,,,,0.62,0.155210649827,,,,,0.66,0.173820089985,,,,,0.642139,,1,0,,,0.569564,,1,0.02,0.343065251846,0.733684162313,0.58,0.211830861372,,,,,0.62,0.186490347114,,,,,0.66,0.199160604243,,,,
0.68,0.0542445383326,,,,,0.68,0.0542445383326,,,,,0.68,0.0356350981747,,,,,0.68,0.0479094097682,,,,,0.68,0.0922553097189,,,,,0.68,0.0795850525901,,,,,0.68,0.0795850525901,,,,,0.68,0.0795850525901,,,,,0.6,0.123535007006,,,,,0.601138,,0,,,,0.62,0.123535007006,,,,,0.68,0.117199878441,,,,,0.68,0.155210649827,,,,,0.634583,,1,0.01,0.320878025075,0.53963684793,0.68,0.161545778392,,,,,0.655309,,0,,,,0.58,0.186490347114,,,,,0.582119,,1,0.02,0.377658443308,0.683713623891,0.632457,,1,0.01,0.375116179882,0.755233591288,0.68,0.199160604243,,,,
0.7,0.0356350981747,,,,,0.7,0.0356350981747,,,,,0.7,0.0419702267391,,,,,0.7,0.0356350981747,,,,,0.7,0.0795850525901,,,,,0.7,0.0795850525901,,,,,0.7,0.0859201811545,,,,,0.68232,,1,0,,,0.600534,,1,0.02,0.264821593598,0.398240377346,0.62,0.123535007006,,,,,0.629632,,0,,,,0.7,0.123535007006,,,,,0.7,0.167484961421,,,,,0.64,0.155210649827,,,,,0.7,0.173820089985,,,,,0.66,0.161545778392,,,,,0.583113,,0,,,,0.594477,,0,,,,0.64,0.205495732807,,,,,0.7,0.211830861372,,,,
0.72,0.0356350981747,,,,,0.72,0.0356350981747,,,,,0.72,0.0356350981747,,,,,0.72,0.0479094097682,,,,,0.72,0.0859201811545,,,,,0.72,0.0859201811545,,,,,0.72,0.0922553097189,,,,,0.7,0.0795850525901,,,,,0.618206,,0,,,,0.620771,,1,0.02,0.273684484681,0.358738665503,0.64,0.123535007006,,,,,0.72,0.123535007006,,,,,0.72,0.161545778392,,,,,0.649032,,0,,,,0.72,0.167484961421,,,,,0.669835,,1,0.01,0.368798700825,0.558617233055,0.597857,,1,0.03,0.360531260415,0.500968124014,0.6,0.205495732807,,,,,0.644794,,0,,,,0.72,0.199160604243,,,,
0.74,0.0479094097682,,,,,0.74,0.0542445383326,,,,,0.74,0.0356350981747,,,,,0.74,0.0356350981747,,,,,0.74,0.0859201811545,,,,,0.74,0.0859201811545,,,,,0.74,0.0859201811545,,,,,0.700682,,0,,,,0.62,0.123535007006,,,,,0.638002,,0,,,,0.651513,,1,0.02,0.246131770061,0.360429220379,0.74,0.123535007006,,,,,0.74,0.155210649827,,,,,0.66,0.167484961421,,,,,0.74,0.161545778392,,,,,0.68,0.155210649827,,,,,0.6,0.205495732807,,,,,0.607992,,1,0.03,0.392463389392,0.460718493318,0.658436,,1,0.02,0.393527303158,0.662151471744,0.74,0.192825475679,,,,
0.76,0.0479094097682,,,,,0.76,0.0479094097682,,,,,0.76,0.0479094097682,,,,,0.76,0.0419702267391,,,,,0.76,0.0859201811545,,,,,0.76,0.0922553097189,,,,,0.76,0.0795850525901,,,,,0.72,0.0859201811545,,,,,0.63728,,1,0.03,0.27768251374,0.301749833411,0.64,0.12987013557,,,,,0.66,0.117199878441,,,,,0.76,0.123535007006,,,,,0.76,0.148875521263,,,,,0.664971,,1,0.02,0.337404523675,0.548062151658,0.76,0.167484961421,,,,,0.682381,,0,,,,0.610877,,0,,,,0.62,0.199160604243,,,,,0.66,0.192825475679,,,,,0.76,0.205495732807,,,,
0.78,0.0479094097682,,,,,0.78,0.0356350981747,,,,,0.78,0.0479094097682,,,,,0.78,0.0479094097682,,,,,0.78,0.0795850525901,,,,,0.78,0.0795850525901,,,,,0.78,0.0859201811545,,,,,0.720769,,1,0.01,0.264040486542,0.205763421746,0.64,0.12987013557,,,,,0.656474,,1,0.03,0.286086538746,0.33599589823,0.6706,,0,,,,0.78,0.123535007006,,,,,0.78,0.167484961421,,,,,0.678769,,0,,,,0.777595,,1,0,,,0.696415,,1,0.02,0.382188116608,0.448863262288,0.62,0.218165989936,,,,,0.620021,,0,,,,0.670347,,0,,,,0.78,0.199160604243,,,,
